name,state,ingredients,calories_per_100g,spice_level,sweet_level,salty_level,sour_level,bitter_level,taste(0/1),prep_time,cook_time,diet_type_veg,diet_type_nonveg,diet_type_fast,diet_type_jain,diet_type_halal,meal_breakfast,meal_brunch,meal_lunch,meal_snack,meal_dinner,course_soup,course_salad,course_appetizer(starter),course_maincourse,course_sidedish,course_dessert,course_beverage,popularity,health_score,clean_name,clean_ingredients,popularity_score,cluster
Loitta Shutki,Tripura,"dried bombay duck fish, onions, chili",180,0.8,0.1,0.9,0.2,0.1,1,15,25,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,high,0.6,loitta shutki,dried bombay duck fish,0.9,13
Pithali,Tripura,"rice flour, jaggery, coconut",220,0.1,0.8,0.2,0.1,0.1,1,30,30,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,high,0.6,pithali,rice flour,0.9,1
Chingri Bora,Tripura,"prawns, gram flour, spices",200,0.7,0.1,0.8,0.1,0.1,1,20,15,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,high,0.6,chingri bora,prawns,0.9,13
Macher Kalia,Tripura,"fish, yogurt, spices",180,0.7,0.2,0.7,0.3,0.1,1,20,35,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.7,macher kalia,fish,0.9,13
Alu Posto,Tripura,"potatoes, poppy seeds, spices",160,0.5,0.1,0.6,0.1,0.2,1,15,25,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,high,0.7,alu posto,potatoes,0.9,10
Chui Jhal Bwtwi,Tripura,"meat (usually pork), chui jhal, spices",240,0.9,0.1,0.7,0.2,0.3,1,30,45,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,med,0.5,chui jhal bwtwi,meat usually pork,0.5,13
Panta Bhat,Tripura,"fermented rice, onions, chili",120,0.4,0.1,0.5,0.3,0.1,1,480,5,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,high,0.7,panta bhat,fermented rice,0.9,5
Muri Ghonto,Tripura,"fish head, rice, spices",200,0.6,0.1,0.7,0.2,0.1,1,20,40,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.7,muri ghonto,fish head,0.9,0
Chunga Pitha,Tripura,"rice flour, jaggery, bamboo",200,0.1,0.7,0.2,0.1,0.1,1,30,30,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,med,0.6,chunga pitha,rice flour,0.5,1
Boror Jhal,Tripura,"lentil dumplings, mustard sauce",150,0.6,0.1,0.7,0.4,0.2,1,25,35,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,med,0.7,boror jhal,lentil dumplings,0.5,8
Chingri Macher Malaikari,Tripura,"prawns, coconut milk, spices",210,0.6,0.3,0.7,0.1,0.1,1,25,35,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.7,chingri macher malaikari,prawns,0.9,0
Begun Pora,Tripura,"roasted eggplant, spices",90,0.5,0.1,0.6,0.2,0.3,1,10,20,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,high,0.8,begun pora,roasted eggplant,0.9,11
Litti Chokha,Bihar,"sattu, wheat flour, spices",250,0.7,0.1,0.6,0.2,0.1,1,40,30,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,high,0.7,litti chokha,sattu,0.9,10
Sattu ka Paratha,Bihar,"sattu, wheat flour, spices",280,0.5,0.1,0.5,0.1,0.1,1,20,15,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,high,0.6,sattu ka paratha,sattu,0.9,0
Bihari Kebab,Bihar,"mutton, spices, yogurt",220,0.8,0.1,0.7,0.2,0.1,1,30,25,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,high,0.6,bihari kebab,mutton,0.9,4
Kadhi Badi,Bihar,"gram flour, yogurt, spices",150,0.6,0.1,0.6,0.5,0.1,1,20,30,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,med,0.7,kadhi badi,flour,0.5,7
Thekua,Bihar,"wheat flour, jaggery, fennel seeds",300,0.2,0.7,0.1,0.1,0.1,1,30,20,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,high,0.5,thekua,wheat flour,0.9,14
Chana Ghugni,Bihar,"chickpeas, onion, spices",180,0.6,0.1,0.6,0.2,0.1,1,15,25,1,0,0,1,1,0,1,1,1,1,0,0,1,0,1,0,0,high,0.8,chana ghugni,chickpeas,0.9,10
Makhana Kheer,Bihar,"fox nuts, milk, sugar",220,0.1,0.8,0.1,0.1,0.1,1,10,30,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,med,0.7,makhana kheer,fox nuts,0.5,3
Bihari Fish Curry,Bihar,"fish, mustard oil, spices",180,0.7,0.1,0.7,0.3,0.1,1,20,30,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.7,bihari fish curry,fish,0.9,13
Khaja,Bihar,"wheat flour, sugar, oil",320,0.1,0.8,0.1,0.1,0.1,1,30,20,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,high,0.4,khaja,wheat flour,0.9,14
Mutton Korma,Bihar,"mutton, yogurt, spices",250,0.8,0.1,0.7,0.1,0.1,1,30,60,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.6,mutton korma,mutton,0.9,4
Aloo Chokha,Bihar,"potato, onion, mustard oil",130,0.5,0.1,0.6,0.2,0.1,1,15,20,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,high,0.6,aloo chokha,potato,0.9,10
Dalpuri,Bihar,"wheat flour, lentils, spices",260,0.5,0.1,0.6,0.1,0.1,1,30,20,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,high,0.6,dalpuri,wheat flour,0.9,7
Bharbhara,Bihar,"lentils, rice flour, spices",200,0.6,0.1,0.7,0.1,0.1,1,20,15,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,med,0.7,bharbhara,lentils,0.5,10
Balushahi,Bihar,"refined flour, sugar, ghee",350,0.1,0.9,0.1,0.1,0.1,1,20,25,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,high,0.3,balushahi,refined flour,0.9,14
Sattu ka Sharbat,Bihar,"roasted gram flour, water, sugar",100,0.1,0.5,0.1,0.1,0.1,1,5,5,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,high,0.7,sattu ka sharbat,roasted flour,0.9,14
Laung Latika,Bihar,"refined flour, khoya, cardamom",280,0.1,0.8,0.1,0.1,0.1,1,30,20,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,med,0.4,laung latika,refined flour,0.5,14
Bihari Chicken Masala,Bihar,"chicken, onion, spices",200,0.8,0.1,0.7,0.2,0.1,1,25,35,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.6,bihari chicken masala,chicken,0.9,9
Tilkut,Bihar,"sesame seeds, jaggery",320,0.1,0.7,0.1,0.1,0.3,1,20,15,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,high,0.6,tilkut,sesame seeds,0.9,3
Malpua,Bihar,"refined flour, milk, sugar",300,0.1,0.8,0.1,0.1,0.1,1,20,25,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,high,0.4,malpua,refined flour,0.9,14
Pitha,Bihar,"rice flour, jaggery, coconut",250,0.1,0.7,0.2,0.1,0.1,1,30,20,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,med,0.6,pitha,rice flour,0.5,1
Champaran Mutton,Bihar,"mutton, garlic, spices",230,0.9,0.1,0.7,0.2,0.1,1,30,90,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.6,champaran mutton,mutton,0.9,4
Khubi ka Lai,Bihar,"wheat flour, sugar, ghee",330,0.1,0.9,0.1,0.1,0.1,1,30,30,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,med,0.4,khubi ka lai,wheat flour,0.5,14
Pedakiya,Bihar,"wheat flour, sugar, cardamom",290,0.1,0.8,0.1,0.1,0.1,1,40,20,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,med,0.5,pedakiya,wheat flour,0.5,14
Ghughni,Bihar,"dried peas, onion, spices",160,0.6,0.1,0.6,0.2,0.1,1,15,25,1,0,0,1,1,0,1,1,1,1,0,0,1,0,1,0,0,high,0.8,ghughni,dried peas,0.9,10
Nimki,Bihar,"wheat flour, cumin seeds, oil",280,0.3,0.1,0.7,0.1,0.1,1,20,15,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,high,0.5,nimki,wheat flour,0.9,7
Kheer Makhana,Bihar,"fox nuts, milk, sugar, cardamom",200,0.1,0.8,0.1,0.1,0.1,1,10,30,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,high,0.6,kheer makhana,fox nuts,0.9,3
Sattu ki Kachori,Bihar,"sattu, wheat flour, spices",270,0.6,0.1,0.6,0.1,0.1,1,30,20,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,high,0.5,sattu ki kachori,sattu,0.9,0
Bihari Dal,Bihar,"arhar dal, garlic, spices",140,0.5,0.1,0.6,0.2,0.1,1,10,30,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,high,0.8,bihari dal,arhar dal,0.9,0
Bachka,Bihar,"lentil dumplings, yogurt, spices",160,0.6,0.1,0.6,0.5,0.1,1,20,25,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,med,0.7,bachka,lentil dumplings,0.5,8
Khatta,Bihar,"raw mangoes, spices, sugar",80,0.4,0.5,0.3,0.8,0.1,1,15,10,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,med,0.7,khatta,raw mangoes,0.5,2
Chokha,Bihar,"roasted eggplant, potato, spices",110,0.6,0.1,0.6,0.2,0.2,1,20,15,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,high,0.8,chokha,roasted eggplant,0.9,8
Mutton Rezala,Bihar,"mutton, yogurt, cashew paste",240,0.7,0.2,0.6,0.3,0.1,1,30,50,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,med,0.6,mutton rezala,mutton,0.5,4
Lehsuni Chutney,Bihar,"garlic, red chili, oil",80,0.9,0.1,0.7,0.2,0.2,1,10,5,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,high,0.7,lehsuni chutney,garlic,0.9,13
Bihari Baingan Bharta,Bihar,"eggplant, onion, spices",120,0.7,0.1,0.6,0.2,0.2,1,20,30,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,high,0.8,bihari baingan bharta,eggplant,0.9,10
Kheer Puri,Bihar,"rice, milk, sugar, wheat flour",280,0.1,0.8,0.2,0.1,0.1,1,20,40,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,med,0.5,kheer puri,rice,0.5,1
Dal Pitha,Bihar,"rice flour, chana dal, spices",220,0.5,0.1,0.6,0.1,0.1,1,30,25,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,med,0.7,dal pitha,rice flour,0.5,5
Methi Chokha,Bihar,"fenugreek leaves, potato, spices",100,0.6,0.1,0.6,0.3,0.3,1,15,20,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,high,0.8,methi chokha,fenugreek leaves,0.9,11
Bara,Bihar,"black gram, onion, spices",180,0.6,0.1,0.7,0.1,0.1,1,30,15,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,high,0.7,bara,black,0.9,0
Sattu ka Sherbet,Bihar,"roasted gram flour, water, lemon",90,0.1,0.3,0.1,0.5,0.1,1,5,5,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,high,0.8,sattu ka sherbet,roasted flour,0.9,7
Posto ka Achaar,Bihar,"poppy seeds, mustard oil, spices",150,0.7,0.1,0.8,0.3,0.2,1,20,10,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,med,0.6,posto ka achaar,poppy seeds,0.5,8
Bihari Style Rajma,Bihar,"kidney beans, onion, tomato, spices",180,0.6,0.1,0.6,0.3,0.1,1,30,45,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.8,bihari style rajma,kidney beans,0.9,10
Makuni,Bihar,"rice flour, jaggery, coconut",270,0.1,0.8,0.1,0.1,0.1,1,30,20,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,med,0.6,makuni,rice flour,0.5,1
Kalakand,Bihar,"milk, sugar, cardamom",300,0.1,0.9,0.1,0.1,0.1,1,20,40,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,high,0.5,kalakand,milk,0.9,3
Bihari Chicken Curry,Bihar,"chicken, onion, tomato, spices",210,0.8,0.1,0.7,0.3,0.1,1,25,40,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.7,bihari chicken curry,chicken,0.9,9
Parwal ki Mithai,Bihar,"pointed gourd, milk solids, sugar",280,0.1,0.9,0.1,0.1,0.1,1,40,30,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,med,0.5,parwal ki mithai,pointed gourd,0.5,3
Dhuska,Bihar,"rice, chana dal, onion",220,0.5,0.1,0.6,0.1,0.1,1,20,15,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,med,0.6,dhuska,rice,0.5,5
Bihari Mutton Stew,Bihar,"mutton, potato, carrots, spices",190,0.7,0.1,0.6,0.2,0.1,1,30,60,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,high,0.7,bihari mutton stew,mutton,0.9,4
Khubi ka Lal,Bihar,"wheat flour, sugar, ghee",310,0.1,0.8,0.1,0.1,0.1,1,30,25,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,med,0.4,khubi ka lal,wheat flour,0.5,14
Litti Chokha with Baigan Bharta,Bihar,"wheat flour, sattu, eggplant, spices",240,0.8,0.1,0.7,0.2,0.2,1,45,35,1,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,high,0.7,litti chokha with baigan bharta,wheat flour,0.9,7
Chawal ki Kheer,Bihar,"rice, milk, sugar, nuts",220,0.1,0.8,0.1,0.1,0.1,1,15,40,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,high,0.6,chawal ki kheer,rice,0.9,1
Bihari Style Aloo Gobi,Bihar,"potato, cauliflower, spices",140,0.6,0.1,0.6,0.2,0.1,1,15,25,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,high,0.8,bihari style aloo gobi,potato,0.9,10
Chana Ghugni Chaat,Bihar,"chickpeas, onion, tomato, spices",170,0.7,0.2,0.7,0.4,0.1,1,20,30,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,high,0.7,chana ghugni chaat,chickpeas,0.9,10
Keema Kaleji,Bihar,"mutton mince, liver, spices",230,0.8,0.1,0.7,0.2,0.2,1,25,35,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,med,0.6,keema kaleji,mutton mince,0.5,4
Bihari Dal Fry,Bihar,"mixed lentils, ghee, spices",160,0.6,0.1,0.7,0.2,0.1,1,15,25,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,high,0.8,bihari dal fry,mixed lentils,0.9,10
Palak Puri,Bihar,"wheat flour, spinach, spices",210,0.4,0.1,0.5,0.2,0.2,1,20,15,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,med,0.7,palak puri,wheat flour,0.5,7
Bihari Fish Fry,Bihar,"fish, besan, spices",200,0.7,0.1,0.7,0.2,0.1,1,20,20,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,high,0.7,bihari fish fry,fish,0.9,13
Khaja Roll,Bihar,"wheat flour, sugar, cardamom",290,0.1,0.8,0.1,0.1,0.1,1,30,20,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,med,0.5,khaja roll,wheat flour,0.5,14
Bihari Tamatar Chokha,Bihar,"tomato, onion, green chili",80,0.7,0.2,0.5,0.6,0.1,1,10,15,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,high,0.9,bihari tamatar chokha,tomato,0.9,12
Sattu ka Paratha with Aloo Chokha,Bihar,"sattu, wheat flour, potato, spices",270,0.6,0.1,0.6,0.2,0.1,1,25,20,1,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,high,0.7,sattu ka paratha with aloo chokha,sattu,0.9,10
Bihari Style Lauki Kofta,Bihar,"bottle gourd, besan, spices",180,0.6,0.1,0.6,0.2,0.1,1,30,25,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,med,0.7,bihari style lauki kofta,bottle gourd,0.5,0
Bhuja Makhana,Bihar,"fox nuts, ghee, spices",250,0.5,0.2,0.6,0.1,0.1,1,10,15,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,high,0.6,bhuja makhana,fox nuts,0.9,10
Bihari Style Baingan Ka Bharta,Bihar,"eggplant, onion, tomato, spices",130,0.7,0.2,0.6,0.3,0.2,1,20,25,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,high,0.8,bihari style baingan ka bharta,eggplant,0.9,10
Kadhi Pakora,Bihar,"besan, yogurt, onion, spices",180,0.6,0.1,0.6,0.5,0.1,1,25,35,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,high,0.7,kadhi pakora,besan,0.9,8
Bihari Mutton Biryani,Bihar,"basmati rice, mutton, spices, saffron",300,0.8,0.1,0.7,0.1,0.1,1,40,60,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.6,bihari mutton biryani,basmati rice,0.9,5
Gur ki Kheer,Bihar,"rice, jaggery, milk",240,0.1,0.8,0.1,0.1,0.1,1,15,35,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,med,0.6,gur ki kheer,rice,0.5,1
Bihari Aloo Posto,Bihar,"potato, poppy seeds, mustard oil",190,0.6,0.1,0.7,0.1,0.2,1,20,25,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,high,0.7,bihari aloo posto,potato,0.9,10
Malpua with Rabri,Bihar,"refined flour, milk, sugar, rabri",320,0.1,0.9,0.1,0.1,0.1,1,25,30,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,high,0.4,malpua with rabri,refined flour,0.9,14
Bihari Style Arhar Dal,Bihar,"pigeon pea lentils, ghee, spices",150,0.5,0.1,0.6,0.2,0.1,1,15,30,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,high,0.8,bihari style arhar dal,pigeon pea lentils,0.9,10
Makhana Curry,Bihar,"fox nuts, tomato, onion, spices",160,0.6,0.1,0.6,0.3,0.1,1,20,25,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,med,0.7,makhana curry,fox nuts,0.5,10
Bihari Style Karela Bharta,Bihar,"bitter gourd, onion, spices",100,0.7,0.1,0.6,0.2,0.8,1,25,20,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,med,0.9,bihari style karela bharta,bitter gourd,0.5,6
Chana Dal ka Halwa,Bihar,"chana dal, sugar, ghee",300,0.1,0.8,0.1,0.1,0.1,1,20,40,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,med,0.5,chana dal ka halwa,chana dal,0.5,3
Bihari Style Bhindi Masala,Bihar,"okra, onion, tomato, spices",120,0.7,0.1,0.6,0.2,0.1,1,15,20,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,high,0.8,bihari style bhindi masala,okra,0.9,0
Sattu ka Ladoo,Bihar,"roasted gram flour, sugar, ghee",280,0.1,0.7,0.1,0.1,0.1,1,20,15,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,high,0.6,sattu ka ladoo,roasted flour,0.9,14
Bihari Mutton Curry,Bihar,"mutton, onion, tomato, spices",220,0.8,0.1,0.7,0.3,0.1,1,30,60,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.6,bihari mutton curry,mutton,0.9,4
Lauki ki Sabzi,Bihar,"bottle gourd, onion, tomato, spices",110,0.5,0.1,0.6,0.2,0.1,1,15,25,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,med,0.8,lauki ki sabzi,bottle gourd,0.5,0
Bihari Style Paneer Tikka,Bihar,"paneer, yogurt, spices",230,0.7,0.1,0.6,0.2,0.1,1,30,20,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,high,0.7,bihari style paneer tikka,paneer,0.9,0
Kesar Peda,Bihar,"milk solids, sugar, saffron",290,0.1,0.8,0.1,0.1,0.1,1,30,30,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,high,0.5,kesar peda,milk solids,0.9,3
Bihari Style Methi Aloo,Bihar,"fenugreek leaves, potato, spices",140,0.6,0.1,0.6,0.2,0.3,1,20,25,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,high,0.8,bihari style methi aloo,fenugreek leaves,0.9,11
Sattu ki Kheer,Bihar,"roasted gram flour, milk, sugar",200,0.1,0.7,0.1,0.1,0.1,1,15,30,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,med,0.7,sattu ki kheer,roasted flour,0.5,14
Bihari Style Egg Curry,Bihar,"eggs, onion, tomato, spices",180,0.7,0.1,0.6,0.3,0.1,1,20,30,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.7,bihari style egg curry,eggs,0.9,10
Rugra,Bihar,"mushroom, onion, spices",120,0.7,0.1,0.6,0.2,0.1,1,20,25,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,med,0.8,rugra,mushroom,0.5,10
Makhana Namkeen,Bihar,"fox nuts, ghee, spices",280,0.6,0.1,0.8,0.1,0.1,1,10,15,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,high,0.6,makhana namkeen,fox nuts,0.9,10
Jhalmuri,Bihar,"puffed rice, peanuts, spices",180,0.7,0.1,0.8,0.3,0.1,1,10,5,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,high,0.7,jhalmuri,puffed rice,0.9,5
Laktho,Bihar,"rice flour, jaggery",220,0.1,0.7,0.1,0.1,0.1,1,20,30,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,med,0.6,laktho,rice flour,0.5,1
Khaja Puri,Bihar,"wheat flour, sugar, ghee",300,0.1,0.8,0.1,0.1,0.1,1,30,20,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,high,0.4,khaja puri,wheat flour,0.9,14
Anarsa,Bihar,"rice flour, jaggery, poppy seeds",280,0.1,0.8,0.1,0.1,0.1,1,30,25,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,high,0.5,anarsa,rice flour,0.9,1
Khurma,Bihar,"wheat flour, sugar, ghee",310,0.1,0.9,0.1,0.1,0.1,1,25,20,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,med,0.4,khurma,wheat flour,0.5,14
Murmura Ladoo,Bihar,"puffed rice, jaggery, ghee",250,0.1,0.7,0.1,0.1,0.1,1,20,15,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,high,0.6,murmura ladoo,puffed rice,0.9,1
Rasiaaw,Bihar,"rice flour, jaggery, milk",230,0.1,0.8,0.1,0.1,0.1,1,20,30,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,med,0.6,rasiaaw,rice flour,0.5,1
Kheer Mohan,Bihar,"milk, sugar, cardamom",280,0.1,0.9,0.1,0.1,0.1,1,20,40,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,high,0.5,kheer mohan,milk,0.9,3
Pua,Bihar,"wheat flour, sugar, milk",270,0.1,0.8,0.1,0.1,0.1,1,20,25,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,high,0.5,pua,wheat flour,0.9,14
Belgrami,Bihar,"rice, sugar, ghee",290,0.1,0.8,0.1,0.1,0.1,1,30,35,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,med,0.5,belgrami,rice,0.5,1
Lai,Bihar,"flour, sugar, ghee",300,0.1,0.9,0.1,0.1,0.1,1,25,20,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,high,0.4,lai,flour,0.9,14
Masala Chaas,Bihar,"yogurt, cumin, mint",70,0.3,0.1,0.4,0.5,0.1,1,5,5,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,high,0.8,masala chaas,yogurt,0.9,10
Bael ka Sharbat,Bihar,"bael fruit, sugar, water",90,0.1,0.6,0.1,0.3,0.2,1,15,10,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,high,0.8,bael ka sharbat,bael fruit,0.9,2
Laung ka Sharbat,Bihar,"clove, sugar, water",80,0.2,0.7,0.1,0.1,0.3,1,10,10,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,med,0.7,laung ka sharbat,clove,0.5,3
Aam Panna,Bihar,"raw mango, sugar, spices",100,0.3,0.6,0.1,0.8,0.1,1,20,15,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,high,0.8,aam panna,raw mango,0.9,2
Jaljeera,Bihar,"cumin, mint, lemon juice",60,0.5,0.2,0.6,0.7,0.2,1,10,5,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,high,0.8,jaljeera,cumin,0.9,2
Bihari Mutton Chaap,Bihar,"mutton chops, yogurt, spices",250,0.8,0.1,0.7,0.2,0.1,1,30,40,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,high,0.6,bihari mutton chaap,mutton chops,0.9,4
Maach Bhaja,Bihar,"fish, turmeric, salt",180,0.5,0.1,0.7,0.1,0.1,1,15,20,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,high,0.7,maach bhaja,fish,0.9,0
Bihari Style Chicken Roast,Bihar,"chicken, yogurt, spices",230,0.8,0.1,0.7,0.2,0.1,1,30,45,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.7,bihari style chicken roast,chicken,0.9,9
Bhindi Chokha,Bihar,"okra, onion, spices",110,0.6,0.1,0.6,0.2,0.1,1,15,20,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,high,0.8,bhindi chokha,okra,0.9,0
Bihari Style Baigan Bharta,Bihar,"eggplant, onion, tomato, spices",120,0.7,0.1,0.6,0.2,0.2,1,20,30,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,high,0.8,bihari style baigan bharta,eggplant,0.9,10
Dum Aloo Bihari,Bihar,"baby potatoes, yogurt, spices",180,0.7,0.1,0.6,0.3,0.1,1,25,35,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.7,dum aloo bihari,baby potatoes,0.9,10
Bihari Chana Masala,Bihar,"chickpeas, onion, tomato, spices",180,0.7,0.1,0.6,0.3,0.1,1,20,30,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.8,bihari chana masala,chickpeas,0.9,10
Bihari Style Paneer Butter Masala,Bihar,"paneer, butter, tomato, spices",250,0.6,0.2,0.7,0.3,0.1,1,20,30,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.6,bihari style paneer butter masala,paneer,0.9,0
Bihari Malai Kofta,Bihar,"potato, paneer, cream, spices",220,0.5,0.3,0.6,0.2,0.1,1,30,25,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.6,bihari malai kofta,potato,0.9,10
